emails,target
"Subject: ces changes on 16 th & 17 th
daren - - - just wanted to make sure you heard about the ces changes on midcon on
the 16 th and 17 th , so let me know if you didnt get carlos ' sheet .
mark
x 33396",0
"Subject: re : rent r / c updates - 19 th floor & 29 th floor
hi carol :
thanks for helping straighten this out . below are the room numbers and
people ( plus ext . ) .
1938 team room 3 - 3135
1939 maureen raymone 3 - 0396
1940 tanya tamarchenko 3 - 3997
1941 vacant
1942 vacant
1943 clayton vernon 3 - 9719
1944 amitava dhar 3 - 4215
1945 alex huang 3 - 1631
1946 kevin kindall 5 - 8167
1947 vacant
1948 vacant
1949 farouk llaji 3 - 1790
1951 vacant
1951 a printer / fax
1952 vacant
1953 mail stop / supply station
1954 wm . sam smith 5 - 8322
1955 martin lin 3 - 9387
1955 a xerox machine
1956 printer / colored printer
1957 vacant
1958 paulo issler 5 - 6274
1959 vincent tang 3 - 4790
1960 ravi thuraisingham 3 - 3057
1961 shirley crenshaw 3 - 5290
1962 vince kaminski 3 - 3848
1963 stinson gibner 3 - 4748
1964 p . v . krishnarao 3 - 5485
1966 grant masson 3 - 4768
1967 zimin lu 3 - 6388
1968 vacant
1969 kevin moore 3 - 4710
1969 a vacant
1969 b vacant
1970 mike roberts 3 - 5701
1971 joe hrgovcic 3 - 3914
1972 a vacant
1972 b roman zadorozhny 3 - 9737
1972 c michael sergeev 3 - 4305
1972 d tricia tlapek 3 - 6615
1972 e jason sokolov 3 - 6286
1973 vasant shanbhogue 3 - 7570
19 c 2 conference room
carol brittain 01 / 10 / 2000 11 : 33 am
to : shirley crenshaw / hou / ect @ ect
cc : joann holloway / epsc / hou / ect @ ect , janelle duree / hou / ect @ ect
subject : re : rent r / c updates - 19 th floor & 29 th floor
shirley :
if you could forward all the names , locations , and extensions to me so that i
can update fms and the employee lists , i will take care of this for you .
carol
enron property & services corp .
from : joann holloway 01 / 10 / 2000 09 : 48 am
to : carol brittain / epsc / hou / ect @ ect
cc :
subject : re : rent r / c updates - 19 th floor & 29 th floor
- - - - - - - - - - - - - - - - - - - - - - forwarded by joann holloway / epsc / hou / ect on 01 / 10 / 2000
09 : 48 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
shirley crenshaw
01 / 07 / 2000 03 : 33 pm
to : joann holloway / epsc / hou / ect @ ect
cc :
subject : re : rent r / c updates - 19 th floor & 29 th floor
oh dear !
i thought it was all straight . ebl 931 was my room on the original floor
plan ,
but somehow they changed the numbers . we were all packed , everything
was ready for the move and i just happened to come to the 19 th floor the
day of the move and noticed that they had renumbered all of the rooms !
the move team hurredly put stickers ( with the old numbers ) on the doors
of each room .
i am now in eb 1961 . vince kaminski is in 1962 . if you need the names
for all of the other rooms , let me know .
sorry !
enron property & services corp .
from : joann holloway 01 / 07 / 2000 03 : 09 pm
to : shirley crenshaw / hou / ect @ ect
cc :
subject : re : rent r / c updates - 19 th floor & 29 th floor
shirley ,
i guess my floor plans are misnumbered .
in what room number are you sitting ? the relocation request had eb 1931 .
jo ann
shirley crenshaw
01 / 07 / 2000 02 : 16 pm
to : joann holloway / epsc / hou / ect @ ect
cc :
subject : re : rent r / c updates - 19 th floor & 29 th floor
joann :
sorry , joann , i did not read all of your first e - mail . listed below are the
spaces on 19 that should be charged to 0011 - 100038 .
1938
1939
1940
1941
1942
1943
1944
1945
1946
1947
1948
1949
1951
1951 a
1952
1953
1954
1955
1956
1957
1958
1959
1960
1961
1962
1963
1964
1965
1966
1967
1968
1969
1970
1971
1972
1973
enron property & services corp .
from : joann holloway 01 / 07 / 2000 02 : 04 pm
to : shirley crenshaw / hou / ect @ ect
cc :
subject : re : rent r / c updates - 19 th floor & 29 th floor
shirley ,
although the rent for your locations on the 19 th floor has been updated , i ' ve
just received a relocation update for some folks moving from the 45 th floor
to the 19 th floor tonight . the odd thing is that among many other locations ,
the following locations were included ( which you ' ve already requested be
assigned to 0011 / 100038 ) :
eb 1930
eb 1931
eb 1932
eb 1933
eb 1934
eb 1935
eb 1936
please let me know if they should stay assigned to your group or should they
be assigned to this other group ' s r / c .
thank you .
jo ann
x 35957
enron property & services corp .
from : joann holloway 01 / 05 / 2000 08 : 47 am
to : shirley crenshaw / hou / ect @ ect
cc : ( bcc : joann holloway / epsc / hou / ect )
subject : rent r / c updates - 19 th floor & 29 th floor
shirley ,
the following locations on the 29 th floor are still assigned to 0011 / 100038 .
they were not listed on the december 17 th churn relocation request . so , are
the personnel in these locations still reporting to 0011 / 100038 or are they
moving later . please advise :
eb 2963 a
eb 2963 b
eb 2964 a
eb 2965 a
eb 2965 b
eb 2966 a
eb 2966 b
eb 2966 c
eb 2966 d
eb 2970 c
eb 2971 a
eb 2975 a
eb 2975 b
the following location on the 19 th floor are now assigned to 0011 / 100038 :
eb 1928
eb 1929
eb 1929 a
eb 1930
eb 1930 d
eb 1931
eb 1932
eb 1933
eb 1934
eb 1935
eb 1936
eb 1938
eb 1941
eb 1942
eb 1943
eb 1944
eb 1945
eb 1947
eb 1949
thank you .
jo ann holloway
x 35957",0
"Subject: noms / actual flow for 2 / 26
we agree
- - - - - - - - - - - - - - - - - - - - - - forwarded by melissa jones / texas utilities on
02 / 27 / 2001
10 : 33 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" eileen ponton "" on 02 / 27 / 2001 09 : 46 : 26 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com ,
liz . bellamy @ enron . com
cc :
subject : noms / actual flow for 2 / 26
date nom flow - mcf flow - mmbtu
2 / 26 / 01 0 456 469
btu = 1 . 027",0
"Subject: performance management process
as our existing businesses grow and new businesses are created , ease of
movement and development of our top talent becomes essential to our success .
as you heard at the management conference all officers will be titled ,
reviewed , promoted , and compensated according to a more standard set of
guidelines . the process recognizes the intrinsic value of each officer ,
rather than tying that individual to the value of their specific job or
reporting relationship .
officer titling has been standardized throughout enron . there are four
levels of officers : members of the enron office of the chairman make up level
4 . level 3 includes all other members of the enron executive committee .
level 2 is made up of managing directors , including company presidents and
some senior vice presidents . level 1 are vice presidents and some senior
vice presidents with grandfathered titles .
this year a common evaluation process is being implemented for level 1 and
level 2 officers . officers will be evaluated by a committee , through a
process referred to as the performance review committee ( prc ) , utilizing a
standard set of performance criteria and performance ratings . performance
committee reviews will occur twice a year  ) in july for feedback purposes and
at year - end for feedback as well as bonus and total compensation
considerations . the executive committee will handle the prc for all level 2
officers . review of level 1 officers will occur at the business - unit level
first with the results  & cross calibrated  8 by the executive committee and a
group of approximately sixteen managing directors .
the goals of the prc process is to insure a consistent standard for our
overall pool of executive talent and to provide a tool to more effectively
utilize talent throughout the organization . to further promote consistency
the executive committee will consider all promotions in january of each
year . exceptions , internally or externally , will be infrequent .
the individual  , s performance evaluation will be the starting point for all
compensation decisions . compensation includes base pay , bonus and long - term
awards . a long - term program that replaces individual or business unit plans
has been approved and will be communicated to individuals before bonus
payments are made .
in addition to the level 1 and level 2 reviews , business unit , global and
corporate cross - functional prc reviews for directors , senior directors and
general managers have started . this year - end process will be utilized as a
benchmark to determine how we further refine the evaluation process at this
level in the future .
if you should have any questions about the process , please direct them to
your human resources business unit leads per the following :
mary ann long ( gpg ) x 36810 david oxley ( ena / eel / global trading ) x 33557
ray bennett ( ees ) x 37039 robert jones ( global technology / global
finance / global
gwen petteway ( corp ) x 37351 asset operations / global engineering &
construction ) x 35810
janie bonnard ( caribbean / middle east / scott gilchrist ( asia
pacific / africa / china ) x 67081
lng ) x 68202 gerry chatham ( egep ) x 35141
miguel padron ( esa ) x 66552 marla barnard ( eci ) x 58158
ranen sengupta ( india ) x 67967
cc : enron executive committee members
28599",0
"Subject: next of kin
attn ; dear sir / madam .
i am mr . michael fisher , in charge of bills and foreign exchange remittance department of barclay ' s bank .
i am writing you this letter to ask for your support and co - operation to carry out this business opportunity in my department . we discovered an unclaimed sum of £ 24 . 5 million ( twenty - four million five hundred thousand british pounds sterling ) in an account belonging to one of our customer , who died in a car crash with the entire family in year 2001 .
since we got information about his death we have been expecting his next of kin to come over and claim his money . unfortunately , neither the family nor the relation has appeared to claim this money . we cannot release this money unless somebody applies as the next of kin or relation to the deceased .
our banking guidelines indicated that if such money remained unclaimed for a period of four ( 4 ) years , it would be transferred into barclay ' s bank treasury as unclaimed fund . another officer and i in the department now decided to transfer this money into your account as the next of kin or relation of the deceased for easy collection since nobody is coming for it and we don ' t want this money to go back into the bank treasury as the unclaimed debt . in fact it is my friend that advised me to urgently arrange to transfer out this money through another foreign beneficiary outside the country .
we have decided to give you 20 % of the total sum . so please , as a matter of urgency send to me your telephone and fax numbers for effective communication . i will do my best to see that we conclude this transaction successfully on time .
please if you are interested send me an immediate mail so that i can explain the details to you , so you could understand everything about this business waiting for your urgent response .
thank you .
michael fisher
send your relies to my private mail box : michaelfisher @ walla . com
",1
"Subject: re : tanya ' s vacation
tanya ,
no problem .
vince
tanya tamarchenko
12 / 12 / 2000 01 : 28 pm
to : vince j kaminski / hou / ect @ ect
cc : shirley crenshaw / hou / ect @ ect
subject : re : tanya ' s vacation
vince ,
i was going to take afternoon off this thursday .
is it ok ?
tanya",0
"Subject: your site needs a mass marketing program - exposure . . . - zko
we just setup an incredible deal for you to put your
website promotion on autopilot .
here ' s all the details :
http : / / www . got - web - site - traffic . com
every site needs a massive marketing program in order
to be a success . the most essential part of any campaign is
traffic and sales . its easy to get exposure to 100 k + every
month .
imagine - your traffic / sales problem solved forever .
spots in this program are limited , so hurry on over :
http : / / www . got - web - site - traffic . com
to stop * future * mailings * :
doria assonant bituminous futile buff .
othello beatnik byline sperry bivariate .
yuh espionage unipolar nobelium britannica .
kingbird shibboleth teenage persuade codfish .
canton venture amaze bulwark counterargument .
emily dive tremendous angle polarogram .
seeing dolomite request burly watchmake .
mental tuple spacesuit without demoniac .
highroad poole deregulatory bramble fur .
soapsud aborigine bemoan frescoes salesman .
crash dedicate cholinesterase buddhism annie .
effluent surrender walrus woodhen earnest .
wise cayenne walt dextrose bloop .
sat malconduct cecilia combustible xylene .
marry dearth rheology hopscotch pollution .
strabismus paris eddy debugged asphyxiate .
- -
promotion problem solved .
gkfas @ charter . net
",1
"Subject: agenda
christian -
i was thinking that your expertise in grads and grib formats will help
enron to obtain
a competitive edge over our competitors . development of the grads
visualization tool
will allow our international offices to obtain the mrf ( medium range forecast
model ) data first ,
without being dependant of internet sources . additionally , i think that we
could obtain
mrf ensemble data via the same sources as well .
can we include in the agenda the development of these tools ?
jose marquez",0
"Subject: hot _ sexdifferentiable
- - = = - home - porno - = = - -
http : / / bjpdxbqeze . sexdirecti . info / hompr 2
do you remember your childhod with all it ' s fears and fantasies ?
would you like to remind yourself feels and sences ?
our unsatisfied desires , unreleazed opportunities . . .
how often do you want to come it back ?
prety good site dedicated to a young teen bodyes .
your interrest to this site will not be logged or mirrored somewhere .
extra open , huge and pasionated girls , exciting just from your click .
just take a look to agree with us .
http : / / esgbiszh . sexdirecti . info / hompr 2
",1
"Subject: save your money buy getting this thing here
you have not tried cialls yet ?
than you cannot even imagine what it is like to be a real man in bed !
the thing is that a great errrectlon is provided for you exactly when you want .
ciails has a iot of advantaqes over viaqra
- the effect lasts 36 hours !
- you are ready to start within just 10 minutes !
- you can mix it with alcohol ! we ship to any country !
get it riqht now ! .
",1
"Subject: re : congratulations
thanks vince . congrats also , - it seems overdue in your case !
r
vince j kaminski
11 / 01 / 2000 15 : 54
to : richard lewis / lon / ect @ ect
cc :
subject : congratulations
richard ,
congratulations . well deserved . i am very happy your contribution to the
company has been recognized .
vince",0
"Subject: calpine daily and monthly nominations
>
>
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc
- calpine monthly gas nomination _ _ _ . doc",0
"Subject: just fyi
vince ,
please see below some of the ideas being bounced , fyi . please keep this
confidential .
the unused capacity in maharashtra should be dispatched on a merchant basis ,
on behalf of mseb to any customers outside mseb ' s current purview . i would
like us to look at the whole issue as one of mseb ' s poor credit , and hence (
as jeff pointed out on the call ) , one where we need to identify all deep
pockets in and out of maharashtra .
secondly , there is ( as shubh and i had pointed out ) the ability to evacuate
about 700 - 1000 mw to customers other than mseb . the challege is - at what
price , and in coordination with which agencies . as always , in india your
greatest challenge will be in dealing with govt . agencies .
another point to consider is that in - all we have about 5 - 7 customers
identified . will all the customers we have earmarked bite ? ? ? this is the
reason why systems need to be set up with a bulletin board on pricing 10 - 15
day power on the screens of the different sebs we can connect up with . this
also substantially gets around the credit quality issue , as this would be an
arrangement akin to cash - and - carry . i see a lot of hope for such a
strategy . i do not see much hope for a strategy of selling blocks of power
to either ntpc or ptc . i would agree however , that we not put all our eggs
in one basket , and hence you could designate a team to look into the ntpc
sale issue inparallel .
in order to set up the trading sytems , however , we need to start by the end
of ql 2001 , and just start doing small deals where we break even , simply to
test the waters and introduce liquidity into the market .
hand - in - hand with this we need a fuel risk management strategy , as i have
been pushing for . for this to happen , we need to get the special import
licence reinstated . if that is not possible , we need to lobby with the
highest authorities within govt . and rbi to allow for hedging , irrespective
of whether we have an sil . the discussions being held with ioc are therefore
very important in this regard , and i am going to get anshuman and mukesh
involved with the same .
finally , i do not see much hope for your strategy of asking ene management
for $ 75 million to build transmission lines in a country where the regulatory
framework on transmission access is even less defined and understood than the
generation side of the equation . i would refrain from stating this in any
senior management forum until we are able to clearly demonstrate the
cost - benefit of this . i have some ideas on that side which i need to develop
further .
regards ,
sandeep .",0
"Subject: re : congratulations
vince ,
congratulations to you too ! in my mind you ' ve always been an md , they ' re
just officializing it now .
thank you very for all your help and support .
- - anthony
vince j kaminski
01 / 11 / 2000 10 : 05 am
to : anthony dayao / hou / ect @ ect
cc :
subject : congratulations
anthony ,
congratulations . well deserved . i am very happy for you . better late than
never .
vince",0
"Subject: re : industrials
i leave this with you . my take is that the situation is as i suspected and
pat wants me to pretty much leave them be . i will do that unless i hear a
different plan from you .
- - - - - - - - - - - - - - - - - - - - - - forwarded by kenneth seaman / hou / ect on 01 / 05 / 2000
08 : 13 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
pat clynes @ enron
01 / 05 / 2000 08 : 08 am
to : kenneth seaman / hou / ect @ ect
cc : robert e lloyd / hou / ect @ ect
subject : re : industrials
ken ,
i think robert has a good handle on things and can function on his own . with
that said , we always want different
checks and balances in place in order to capture the most accurate
information , so if you see something that is
a problem please bring it to our attention . thanks , pat
kenneth seaman @ ect 01 / 05 / 2000 07 : 23 am
to : pat clynes / corp / enron @ enron
cc :
subject : re : industrials
i believe the transition to be complete as we have , at least , been over the
ground on all the subjects . would you like me to continue offering advise
and assistance or let robert function entirely on his own ?",0
"Subject: real options for mothballed plant
i ' m off for my xmas break , so happy holidays to you all !
steve",0
"Subject: shape your wood .
click here to order today
",1
"Subject: re : missing service rates for ena / hplc cash desk
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 04 / 2000
10 : 36 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
rhonda robinson @ ect
01 / 04 / 2000 10 : 23 am
to : stacey neuweiler / hou / ect @ ect , ami chokshi / corp / enron @ enron
cc : gregory steagall / hou / ect @ ect
subject : re : missing service rates for ena / hplc cash desk
listed below are expense contracts that need rates input into sitara . please
let me know as soon as possible if you are responsible for the input of these
rates .
thanks !
- - - - - - - - - - - - - - - - - - - - - - forwarded by rhonda robinson / hou / ect on 01 / 04 / 2000
10 : 17 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : heidi withers 01 / 04 / 2000 09 : 18 am
to : rhonda robinson / hou / ect @ ect
cc :
subject : re : missing service rates for ena / hplc cash desk
okay ! how about the other expense rates ? if you need any help getting those
input , let me know . otherwise we ' ll make sure things are clean for that 11 th
workday . i hope you had a great new year ' s !
heidi
rhonda robinson
01 / 04 / 2000 09 : 13 am
to : heidi withers / hou / ect @ ect
cc :
subject : re : missing service rates for ena / hplc cash desk
theresa in denver is looking into the missing rates issue for powder river
gathering . thanks for all of your help .
reminder : we will be beginning our close process on the 11 th workday .
enron north america corp .
from : heidi withers 12 / 31 / 99 10 : 07 am
to : rhonda robinson / hou / ect @ ect , gregory steagall / hou / ect @ ect
cc : charlotte hawkins / hou / ect @ ect , mary m smith / hou / ect @ ect
subject : missing service rates for ena / hplc cash desk
rhonda , i took a look at the missing service rates report and i don ' t have
the rates to input into the system . the best i can do is input them if you
provide them to me . i am sorry that i can ' t help more . . . call me if you need
to at xl 836 .
greg sent me the expense reconciliation reports that have come out were :
powder river gathering - expense
powder river gathering - revenue
east texas gathering - expense
king ranch gas processing - expense
humble gas pipeline - expense
channel industries - expense
tgpl - expense
black marlin - expense
i ' m here till noon , and reachable after that at 713 - 385 - 7612 . i think that
charlotte or someone in the logistics group can help with these rates .",0
"Subject: re : meter 989614
heads up on this . they will be putting in a firm ticket starting in january .
i have explained what a problem this causes your group , and we are working on
a solution . unfortanuately , this whole thing was missed , until susan started
asking for a ticket .
julie
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 01 / 18 / 2000 03 : 39
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
01 / 18 / 2000 03 : 29 pm
to : julie meyers / hou / ect @ ect , donald p reinhardt / hou / ect @ ect
cc :
subject : re : meter 989614
yes ,
vlt
julie meyers
01 / 18 / 2000 03 : 11 pm
to : vance l taylor / hou / ect @ ect
cc :
subject : re : meter 989614
will this be for january forward ?
vance l taylor
01 / 18 / 2000 03 : 08 pm
to : julie meyers / hou / ect @ ect
cc : susan d trevino / hou / ect @ ect , pat clynes / corp / enron @ enron , melissa
graves / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , susan smith / hou / ect @ ect
subject : re : meter 989614
julie ,
i have received the partially executed committed reserves contract from
etoco . the contract not only has meter # 9614 attached to it but also meters
9651 & 9672 . we will generate a ticket to be entered into sitara asap .
vlt
x 3 - 6353
julie meyers
01 / 18 / 2000 02 : 39 pm
to : vance l taylor / hou / ect @ ect
cc : susan d trevino / hou / ect @ ect , pat clynes / corp / enron @ enron , melissa
graves / hou / ect @ ect
subject : meter 989614
what is the status of this meter . this was the deal that was under etoco .
have we gotten a ticket setup yet ?
julie
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 01 / 18 / 2000 02 : 38
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
susan d trevino
01 / 18 / 2000 11 : 17 am
to : julie meyers / hou / ect @ ect
cc : pat clynes / corp / enron @ enron
subject : meter 989614
julie , will there be a new deal / contract set up for this meter ? there are
valid actuals for 1 / 1 and 1 / 2 and i need to allocate these volumes to a
contract otherwise i will keep getting an allocation exception error .
thanks , susan .
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 01 / 18 / 2000
11 : 11 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
susan d trevino
01 / 12 / 2000 11 : 20 am
to : julie meyers / hou / ect @ ect
cc :
subject : meter 989614
julie ,
per our conversation yesterday , the deals / contracts associated with this
meter have been terminated as of 12 / 31 / 99 . please let me know what the
status is on this matter because the meter is still active and flowing and
there is no contract to allocate to .
thanks ,
susan
x 35796",0
"Subject: braveheart
fyi . . .
- - - - - - - - - - - - - - - - - - - - - - forwarded by kevin kindall / corp / enron on 12 / 19 / 2000
02 : 08 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
gail tholen @ ect
12 / 19 / 2000 01 : 39 pm
to : li sun / na / enron @ enron
cc : kevin kindall / corp / enron @ enron , eugenio perez / hou / ect @ ect
subject : braveheart
new trs for 4 q .
- - - - - - - - - - - - - - - - - - - - - - forwarded by gail tholen / hou / ect on 12 / 19 / 2000 01 : 32
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
connie lee @ enron communications
12 / 19 / 2000 09 : 40 am
to : gail tholen / hou / ect @ ect
cc : amin maredia / enron communications @ enron communications , michael
krautz / enron communications @ enron communications , alan
quaintance / corp / enron @ enron
subject : braveheart
gail ,
i have attached several emails which have the following items :
1 . hawaii 125 - 0 docs
2 . economic summary that includes a summary of all assumptions in the model
3 . models
4 . asset summary
the following is a structure diagram :
please let me know when you would like to meet to discuss these items . also ,
alan quaintance is the person who reviewed the hawaii 125 - 0 docs , so if you
have any questions regarding those docs , you will probably need to meet with
him .
thank you !
connie lee
manager
enron broadband services
713 / 345 - 8227 ( w )
713 / 419 - 2728 ( c )
connie _ lee @ enron . net
- - - - - forwarded by connie lee / enron communications on 12 / 19 / 00 09 : 22 am - - - - -
jonathanwylie @ akllp . com
12 / 13 / 00 08 : 37 pm
to : alan . quaintance @ enron . com , amin maredia / enron communications @ enron
communications , angela . davis @ enron . com , annmarie . tiller @ enron . com ,
aroberts @ wilmingtontrust . com , davidbarbour @ akllp . com , bill . bowes @ enron . com ,
brenda . l . funk @ enron . com , brent . vasconcellos @ enron . com , brian . kolle @ enron . com ,
brian wood / enron communications @ enron communications ,
charles . delacey @ enron . com , clement . abrams @ enron . com , connie lee / enron
communications @ enron communications , damon @ rlf . com , david koogler / enron
communications @ enron communications , ed smida / enron communications @ enron
communications , gil melman / enron communications @ enron communications ,
gina . karathanos @ enron . com , kevin howard / enron communications @ enron
communications , james ginty / enron communications @ enron communications ,
jlawler @ wilmingtontrust . com , jordan . mintz @ enron . com , julia . h . chin @ enron . com ,
kenton @ rlf . com , kimberly . r . scardino @ us . arthurandersen . com , kristina
mordaunt / enron communications @ enron communications , lkao @ mayerbrown . com ,
luitgard fischer / enron communications @ enron communications , marc hensel / enron
communications @ enron communications , mark . wolf @ us . cibc . com ,
murielmcfarling @ akllp . com , mercedes . arango @ us . cibc . com , michael krautz / enron
communications @ enron communications , mniebruegge @ mayerbrown . com ,
tompopplewell @ akllp . com , renee st . louis / enron communications @ enron
communications , richard anderson / enron communications @ enron communications ,
patsargent @ akllp . com , schottla @ us . cibc . com , dannysullivan @ akllp . com ,
tamullen @ prickett . com , tellwood @ mayerbrown . com , michaelthimmig @ akllp . com ,
trevor . randolph @ enron . com , trushar . patel @ enron . com
cc :
subject : mcgarret h ( blockbuster )
attached are the latest blacklines for mcgarret h ( blockbuster ) in word
and word perfect format . below is a list of the documents included :
1 . asset notice
2 . series certificate
3 . series supplement
4 . drawdown request
5 . total return swap confirmation
6 . put option agreement
7 . put option assignment
8 . notice of put option assignment
9 . membership interest assignment and ratification
10 . asset llc agreement
11 . transferor llc agreement
12 . receipt of asset llc
13 . receipt of transferor
14 . receipt of trust
15 . independent auctioneer letter agreement
16 . transfer and auction agreement
17 . b interest assignment agreement
18 . direction letter to owner trustee
19 . payment direction letter
let me know if you have problems with any of the attached documents .
jonathan wylie
associate
andrews & kurth llp
1717 main st . , suite 3700
dallas , texas 75201
214 - 659 - 4514
confidentiality notice : the information in this e - mail ( including any
attachments ) is confidential , legally privileged and intended only for
the use of each recipient named above . if you are not an intended
recipient , you must not read , use or disseminate this information . if
you have received this e - mail in error , please notify the sender
immediately by reply e - mail and delete this e - mail from your computer .
> > > >
> > > >
> > > >
> > > >
> > > >
> > > >
> > > >
> > > >
> > > >
> >
- 271595 . doc
- 271595 . wpd
- 271599 . doc
- 271599 . wpd
- 271616 . doc
- 271616 . wpd
- 271618 . doc
- 271618 . wpd
- 271619 . doc
- 271619 . wpd
- 271675 . doc
- 271675 . wpd
- 271677 . doc
- 271677 . wpd
- 271679 . doc
- 271679 . wpd
- 271733 . doc
- 271733 . wpd
- 271737 . doc
- 271737 . wpd
- 271739 . doc
- 271739 . wpd
- 271742 . doc
- 271742 . wpd
- 271745 . doc
- 271745 . wpd
- 271753 . doc
- 271753 . wpd
- 271763 . doc
- 271763 . wpd
- 271765 . doc
- 271765 . wpd
- 271767 . doc
- 271767 . wpd
- 271777 . doc
- 271777 . wpd
- 272972 . doc
- 272972 . wpd
- - - - - forwarded by connie lee / enron communications on 12 / 19 / 00 09 : 22 am - - - - -
renee st . louis
12 / 14 / 00 06 : 41 pm
to : connie lee / enron communications @ enron communications
cc :
subject : see attached
- - - - - forwarded by connie lee / enron communications on 12 / 19 / 00 09 : 22 am - - - - -
renee st . louis
12 / 18 / 00 04 : 17 pm
to : luitgard fischer / enron communications @ enron communications
cc : connie lee / enron communications @ enron communications
subject : models
louie -
i ' ve attached all of the models , asset summary , etc . connie is familiar with
them , and i will visit with her again before i leave .
thanks !
renee",0
